ticker,NTRS US Equity,NTRS US Equity,NTRS US Equity,NTRS US Equity,NTRS US Equity,Predictions,OneHotPred
2000-02-09,57.25,59.375,47.0023,58.2313,52.3131,UP,1
2000-02-10,57.3125,57.25,47.06,58.2813,52.4913,DOWN,0
2000-02-11,55.8438,57.125,47.1059,57.8125,52.6531,DOWN,0
2000-02-14,55.125,56.25,47.1488,56.9875,52.7863,UP,1
2000-02-15,58.625,55.0625,47.2078,56.8313,52.96,DOWN,0
2000-02-16,57.5,58.375,47.268,56.8813,53.1491,UP,1
2000-02-17,58.875,58.0,47.3346,57.1938,53.3647,DOWN,0
2000-02-18,58.5625,58.75,47.4026,57.7375,53.6009,DOWN,0
2000-02-22,56.875,58.375,47.4595,58.0875,53.7869,UP,1
2000-02-23,57.5625,56.625,47.5211,57.875,53.9384,DOWN,0
2000-02-24,56.4375,57.375,47.5747,57.6625,54.0947,DOWN,0
2000-02-25,55.6875,56.5,47.6275,57.025,54.2209,UP,1
2000-02-28,57.75,55.75,47.6906,56.8625,54.3734,DOWN,0
2000-02-29,56.5,57.6875,47.7534,56.7875,54.5072,DOWN,0
2000-03-01,56.375,56.75,47.818,56.55,54.6622,UP,1
2000-03-02,56.4375,56.375,47.8724,56.55,54.8134,UP,1
2000-03-03,57.0,57.0,47.9323,56.8125,54.9434,DOWN,0
2000-03-06,56.5,57.0,47.9907,56.5625,55.0772,DOWN,0
2000-03-07,56.1875,56.75,48.0443,56.5,55.1647,DOWN,0
2000-03-08,53.875,56.125,48.0927,56.0,55.1797,DOWN,0
2000-03-09,52.9375,53.75,48.1405,55.3,55.2041,DOWN,0
2000-03-10,52.3125,53.1875,48.184,54.3625,55.1953,UP,1
2000-03-13,54.5625,51.75,48.2363,53.975,55.21,DOWN,0
2000-03-14,54.1875,54.875,48.2813,53.575,55.2338,UP,1
2000-03-15,56.6875,55.0,48.3395,54.1375,55.3581,UP,1
2000-03-16,66.625,57.8125,48.4475,56.875,55.7469,DOWN,0
2000-03-17,63.3125,64.0,48.5379,59.075,56.0481,DOWN,0
2000-03-20,60.0625,63.125,48.6078,60.175,56.2644,UP,1
2000-03-21,67.3438,60.1875,48.7106,62.8063,56.6138,UP,1
2000-03-22,73.3125,67.625,48.8452,66.1313,57.1075,DOWN,0
2000-03-23,72.0625,73.1875,48.9741,67.2188,57.5938,DOWN,0
2000-03-24,67.125,72.1875,49.0804,67.9813,57.9375,DOWN,0
2000-03-27,62.6875,67.0625,49.1652,68.5063,58.095,UP,1
2000-03-28,65.875,62.8594,49.2653,68.2125,58.315,DOWN,0
2000-03-29,65.3125,65.875,49.363,66.6125,58.51,DOWN,0
2000-03-30,64.5,64.875,49.4526,65.1,58.6563,UP,1
2000-03-31,67.5625,65.875,49.5551,65.1875,58.9288,UP,1
2000-04-03,70.375,67.625,49.6695,66.725,59.235,DOWN,0
2000-04-04,68.0938,70.5,49.7715,67.1688,59.5281,DOWN,0
2000-04-05,66.4375,67.75,49.8638,67.3938,59.7619,UP,1
2000-04-06,68.875,66.875,49.9704,68.2688,59.9994,DOWN,0
2000-04-07,66.9375,69.5,50.073,68.1438,60.2256,UP,1
2000-04-10,67.0625,66.9375,50.1749,67.4813,60.4869,UP,1
2000-04-11,68.5938,67.3125,50.2741,67.5813,60.6513,DOWN,0
2000-04-12,66.8125,68.625,50.3655,67.6563,60.775,DOWN,0
2000-04-13,63.3125,66.9063,50.4396,66.5438,60.8631,DOWN,0
2000-04-14,57.8125,63.0625,50.4837,64.7188,60.8781,UP,1
2000-04-17,58.8125,57.875,50.5338,63.0688,60.8906,UP,1
2000-04-18,70.0,59.625,50.6404,63.35,61.1056,DOWN,0
2000-04-19,65.0625,68.3125,50.7184,63.0,61.2188,UP,1
2000-04-20,65.5,64.8125,50.8052,63.4375,61.3838,DOWN,0
2000-04-24,64.6875,64.8125,50.8884,64.8125,61.5313,UP,1
2000-04-25,65.6875,66.1875,50.9788,66.1875,61.7281,UP,1
2000-04-26,66.25,66.125,51.0761,65.4375,61.9506,DOWN,0
2000-04-27,64.625,65.6563,51.172,65.35,62.0706,DOWN,0
2000-04-28,64.125,65.25,51.2673,65.075,62.2031,UP,1
2000-05-01,65.4375,64.1563,51.3688,65.225,62.3344,DOWN,0
2000-05-02,64.75,65.5,51.4665,65.0375,62.4581,DOWN,0
2000-05-03,64.5625,64.6875,51.562,64.7,62.6119,DOWN,0
2000-05-04,63.625,64.6875,51.653,64.5,62.7331,DOWN,0
2000-05-05,63.1875,63.6875,51.7414,64.3125,62.8681,UP,1
2000-05-08,66.125,63.125,51.8475,64.45,63.0769,UP,1
2000-05-09,66.5625,66.0625,51.9559,64.8125,63.2531,DOWN,0
2000-05-10,65.6875,66.25,52.0549,65.0375,63.4369,UP,1
2000-05-11,67.125,66.25,52.1662,65.7375,63.6519,UP,1
2000-05-12,69.3125,67.25,52.2918,66.9625,63.9094,UP,1
2000-05-15,71.875,68.4375,52.4337,68.1125,64.2069,DOWN,0
2000-05-16,69.875,72.625,52.568,68.775,64.4744,DOWN,0
2000-05-17,69.5625,69.5625,52.7007,69.55,64.7419,DOWN,0
2000-05-18,69.1875,69.4063,52.8374,69.9625,65.0481,DOWN,0
2000-05-19,66.0625,68.125,52.9577,69.3125,65.3106,UP,1
2000-05-22,67.625,66.4375,53.092,68.4625,65.6169,UP,1
2000-05-23,69.0,67.0,53.225,68.2875,65.9056,UP,1
2000-05-24,69.8125,68.0,53.3631,68.3375,66.2181,DOWN,0
2000-05-25,64.125,69.375,53.4722,67.325,66.3669,UP,1
2000-05-26,65.9375,64.625,53.5914,67.3,66.3531,DOWN,0
2000-05-30,64.5625,66.25,53.6998,66.6875,66.3781,UP,1
2000-05-31,65.8125,64.1875,53.8111,66.05,66.4931,UP,1
2000-06-01,67.8125,66.3125,53.927,65.65,66.5025,UP,1
2000-06-02,70.0625,68.625,54.0554,66.8375,66.4375,DOWN,0
2000-06-05,69.9375,69.6563,54.1849,67.6375,66.395,DOWN,0
2000-06-06,69.125,69.125,54.3118,68.55,66.435,UP,1
2000-06-07,70.875,68.9375,54.4446,69.5625,66.5988,DOWN,0
2000-06-08,68.6875,70.125,54.56,69.7375,66.655,DOWN,0
2000-06-09,65.625,69.375,54.6603,68.85,66.6613,UP,1
2000-06-12,68.5625,66.5,54.7808,68.575,66.7425,DOWN,0
2000-06-13,67.0,68.375,54.8981,68.15,66.7313,UP,1
2000-06-14,67.9375,66.9688,55.0298,67.5625,66.6825,DOWN,0
2000-06-15,65.4375,68.5,55.145,66.9125,66.6294,DOWN,0
2000-06-16,62.1875,66.0,55.2458,66.225,66.5444,UP,1
2000-06-19,67.1875,62.3125,55.3756,65.95,66.5106,DOWN,0
2000-06-20,66.6875,66.25,55.4936,65.8875,66.5056,DOWN,0
2000-06-21,66.125,66.5625,55.6118,65.525,66.4869,UP,1
2000-06-22,69.375,65.75,55.7484,66.3125,66.5025,DOWN,0
2000-06-23,66.0625,68.4375,55.871,67.0875,66.4875,UP,1
2000-06-26,67.75,67.0,56.0005,67.2,66.5763,UP,1
2000-06-27,68.125,67.375,56.1335,67.4875,66.7825,DOWN,0
2000-06-28,66.6875,67.625,56.262,67.6,66.94,DOWN,0
2000-06-29,64.875,66.9375,56.3773,66.7,66.8375,UP,1
2000-06-30,65.0625,64.6875,56.4975,66.5,66.8375,UP,1
2000-07-03,68.375,65.0625,56.63,66.625,66.895,UP,1
2000-07-05,68.625,68.375,56.7625,66.725,66.9738,DOWN,0
2000-07-06,67.8125,68.3125,56.898,66.95,67.0163,UP,1
2000-07-07,69.0,68.0938,57.0392,67.775,67.0713,UP,1
2000-07-10,70.0,69.0,57.1856,68.7625,67.1787,UP,1
2000-07-11,70.625,69.8125,57.3322,69.2125,67.3088,UP,1
2000-07-12,71.5625,70.875,57.4878,69.8,67.4313,DOWN,0
2000-07-13,71.125,71.4375,57.6384,70.4625,67.5588,UP,1
2000-07-14,73.375,71.0625,57.798,71.3375,67.735,UP,1
2000-07-17,75.5,74.0,57.9667,72.4375,67.9725,DOWN,0
2000-07-18,74.625,75.4375,58.1298,73.2375,68.2013,UP,1
2000-07-19,75.5625,73.9063,58.2897,74.0375,68.39,UP,1
2000-07-20,75.7344,75.3125,58.4509,74.9594,68.5734,DOWN,0
2000-07-21,73.6875,74.8438,58.5988,75.0219,68.7334,UP,1
2000-07-24,74.9375,73.375,58.7538,74.9094,68.8897,UP,1
2000-07-25,74.9844,75.0,58.8935,74.9813,69.0031,DOWN,0
2000-07-26,72.6875,74.625,59.0204,74.4063,69.0194,UP,1
2000-07-27,75.3125,72.6875,59.1661,74.3219,69.1281,DOWN,0
2000-07-28,74.75,75.0625,59.3151,74.5344,69.2319,UP,1
2000-07-31,74.875,75.25,59.4636,74.5219,69.3456,DOWN,0
2000-08-01,74.75,74.9375,59.6238,74.475,69.5194,UP,1
2000-08-02,75.6875,74.3125,59.788,75.075,69.6806,UP,1
2000-08-03,77.375,75.375,59.953,75.4875,69.8481,UP,1
2000-08-04,79.4375,77.4375,60.1235,76.425,70.0406,DOWN,0
2000-08-07,78.4375,79.5625,60.2904,77.1375,70.3269,DOWN,0
2000-08-08,78.125,77.9219,60.4501,77.8125,70.5706,UP,1
2000-08-09,78.25,76.875,60.6137,78.325,70.8444,UP,1
2000-08-10,80.0625,78.25,60.7891,78.8625,71.1294,UP,1
2000-08-11,80.3125,79.7813,60.961,79.0375,71.3794,UP,1
2000-08-14,81.0625,80.625,61.1229,79.5625,71.5994,DOWN,0
2000-08-15,80.0,80.9063,61.2815,79.9375,71.8006,DOWN,0
2000-08-16,78.375,80.3125,61.4305,79.9625,71.9856,UP,1
2000-08-17,78.5625,78.9375,61.5777,79.6625,72.1394,DOWN,0
2000-08-18,77.625,78.6875,61.7224,79.125,72.3181,UP,1
2000-08-21,78.5625,77.875,61.8699,78.625,72.5769,UP,1
2000-08-22,79.5,78.5,62.0166,78.525,72.7956,DOWN,0
2000-08-23,79.2656,79.8125,62.1597,78.7031,73.0409,DOWN,0
2000-08-24,79.25,79.3438,62.3136,78.8406,73.2672,DOWN,0
2000-08-25,79.125,78.9375,62.4658,79.1406,73.5409,UP,1
2000-08-28,81.1875,79.2188,62.6313,79.6656,73.9209,DOWN,0
2000-08-29,79.875,81.1875,62.7795,79.7406,74.1747,UP,1
2000-08-30,82.25,79.8125,62.944,80.3375,74.4859,UP,1
2000-08-31,84.3125,82.4375,63.1124,81.35,74.8497,DOWN,0
2000-09-01,83.0,84.6875,63.2784,82.125,75.1222,UP,1
2000-09-05,83.25,83.0,63.4452,82.5375,75.4659,UP,1
2000-09-06,84.5781,82.8125,63.6181,83.4781,75.8025,UP,1
2000-09-07,85.6875,84.5625,63.805,84.1656,76.1538,UP,1
2000-09-08,87.625,84.8438,64.0042,84.8281,76.5725,UP,1
2000-09-11,88.875,87.125,64.2109,86.0031,77.0525,UP,1
2000-09-12,89.9375,89.5625,64.4227,87.3406,77.55,DOWN,0
2000-09-13,88.375,90.125,64.6355,88.1,77.95,DOWN,0
2000-09-14,87.9375,89.0,64.8331,88.55,78.3363,DOWN,0
2000-09-15,85.25,87.3125,65.0206,88.075,78.685,DOWN,0
2000-09-18,82.375,85.8438,65.1902,86.775,78.9525,UP,1
2000-09-19,84.0,82.9688,65.3605,85.5875,79.2325,DOWN,0
2000-09-20,83.0,83.8125,65.5352,84.5125,79.48,DOWN,0
2000-09-21,81.1875,82.625,65.7007,83.1625,79.6725,UP,1
2000-09-22,82.9688,81.1875,65.8818,82.7063,79.9094,UP,1
2000-09-25,84.9375,83.0,66.0686,83.2188,80.1406,UP,1
2000-09-26,85.9375,85.0,66.2484,83.6063,80.3494,UP,1
2000-09-27,86.375,85.9375,66.4371,84.2813,80.5844,UP,1
2000-09-28,89.1875,85.6875,66.6362,85.8813,80.8569,DOWN,0
2000-09-29,88.875,88.625,66.8299,87.0625,81.1197,DOWN,0
2000-10-02,87.25,89.0625,67.0171,87.525,81.3909,DOWN,0
2000-10-03,86.625,87.25,67.2071,87.6625,81.6247,DOWN,0
2000-10-04,83.125,86.875,67.3784,87.0125,81.7875,UP,1
2000-10-05,84.8125,83.1875,67.5499,86.1375,82.03,DOWN,0
2000-10-06,82.75,85.0,67.7146,84.9125,82.1787,UP,1
2000-10-09,83.0,83.1875,67.8705,84.0625,82.3438,DOWN,0
2000-10-10,80.3125,82.875,68.0065,82.8,82.4525,DOWN,0
2000-10-11,76.8125,80.0625,68.132,81.5375,82.4938,DOWN,0
2000-10-12,73.0,77.375,68.2332,79.175,82.44,UP,1
2000-10-13,75.6875,72.6875,68.3425,77.7625,82.4063,DOWN,0
2000-10-16,75.6875,74.6094,68.4559,76.3,82.3313,UP,1
2000-10-17,76.0,76.5,68.5836,75.4375,82.2825,DOWN,0
2000-10-18,74.0,74.25,68.7177,74.875,82.2,UP,1
2000-10-19,76.5,75.625,68.8589,75.575,82.165,DOWN,0
2000-10-20,75.4375,76.375,68.9898,75.525,82.0725,DOWN,0
2000-10-23,74.4375,75.75,69.1127,75.275,81.955,UP,1
2000-10-24,79.4375,74.625,69.2667,75.9625,81.9225,UP,1
2000-10-25,80.25,78.875,69.4292,77.2125,81.9275,DOWN,0
2000-10-26,80.0,80.2188,69.5795,77.9125,81.96,UP,1
2000-10-27,80.625,79.7813,69.7086,78.95,82.0013,UP,1
2000-10-30,86.0,80.7188,69.8642,81.2625,82.1688,DOWN,0
2000-10-31,85.375,85.875,70.0133,82.45,82.305,UP,1
2000-11-01,87.1875,85.3125,70.1633,83.8375,82.4588,UP,1
2000-11-02,88.375,86.75,70.3355,85.5125,82.6409,DOWN,0
2000-11-03,86.8125,88.375,70.4942,86.75,82.7922,UP,1
2000-11-06,88.25,87.1875,70.6683,87.2,82.9747,DOWN,0
2000-11-07,87.3125,88.125,70.8311,87.5875,83.0972,UP,1
2000-11-08,88.9375,87.625,70.9908,87.9375,83.2784,UP,1
2000-11-09,89.2969,88.9063,71.1591,88.1219,83.4194,DOWN,0
2000-11-10,87.875,88.625,71.3285,88.3344,83.4906,DOWN,0
2000-11-13,86.25,87.375,71.4579,87.9344,83.5556,UP,1
2000-11-14,86.5625,86.375,71.5876,87.7844,83.6219,DOWN,0
2000-11-15,85.6875,85.9375,71.7215,87.1344,83.6441,DOWN,0
2000-11-16,84.3125,85.5625,71.8577,86.1375,83.6166,DOWN,0
2000-11-17,81.5,84.4375,71.9743,84.8625,83.4941,UP,1
2000-11-20,82.125,81.875,72.0887,84.0375,83.3591,DOWN,0
2000-11-21,81.5156,82.125,72.1992,83.0281,83.1906,DOWN,0
2000-11-22,80.2656,81.3125,72.3143,81.9438,83.0284,UP,1
2000-11-24,81.75,80.3125,72.4365,81.4313,82.9047,DOWN,0
2000-11-27,81.6875,81.75,72.5657,81.4688,82.8334,UP,1
2000-11-28,84.625,81.9063,72.7132,81.9688,82.8784,UP,1
2000-11-29,87.75,84.5625,72.8588,83.2156,82.9534,DOWN,0
2000-11-30,86.125,87.8125,73.002,84.3875,83.0159,DOWN,0
2000-12-01,84.5,86.4375,73.1301,84.9375,83.0822,DOWN,0
2000-12-04,83.5156,84.375,73.2548,85.3031,83.0931,UP,1
2000-12-05,88.375,83.9688,73.4123,86.0531,83.1619,UP,1
2000-12-06,89.625,87.1875,73.5727,86.4281,83.2356,UP,1
2000-12-07,90.1875,89.3125,73.7414,87.2406,83.3119,DOWN,0
2000-12-08,86.1875,89.875,73.8939,87.5781,83.2519,DOWN,0
2000-12-11,85.25,86.3125,74.0314,87.925,83.1794,UP,1
2000-12-12,85.8125,85.125,74.178,87.4125,83.1506,DOWN,0
2000-12-13,84.0625,86.5,74.3164,86.3,83.0994,UP,1
2000-12-14,84.3125,84.0,74.4558,85.125,83.1231,DOWN,0
2000-12-15,83.375,83.1875,74.5877,84.5625,83.0944,UP,1
2000-12-18,85.375,83.5938,74.732,84.5875,83.1469,DOWN,0
2000-12-19,83.625,85.875,74.8692,84.15,83.1594,DOWN,0
2000-12-20,82.0,83.5,75.0098,83.7375,83.1931,UP,1
2000-12-21,82.6875,82.1875,75.1586,83.4125,83.3106,DOWN,0
2000-12-22,82.4688,83.125,75.3094,83.2313,83.5,DOWN,0
2000-12-26,82.0625,82.25,75.4469,82.5688,83.6275,DOWN,0
2000-12-27,80.875,82.25,75.5803,82.0188,83.7313,UP,1
2000-12-28,81.9375,80.875,75.7066,82.0063,83.85,DOWN,0
2000-12-29,81.5625,81.9063,75.7813,81.7813,84.0013,DOWN,0
2001-01-02,80.0625,80.875,75.865,81.3,84.0725,UP,1
2001-01-03,81.2969,80.0,75.9712,81.1469,84.1897,DOWN,0
2001-01-04,79.25,81.125,76.0307,80.8219,84.2859,DOWN,0
2001-01-05,76.25,79.0,76.0454,79.6844,84.2222,DOWN,0
2001-01-08,74.4375,76.25,76.0573,78.2594,84.1059,DOWN,0
2001-01-09,71.5625,74.7813,76.0795,76.5594,83.9372,UP,1
2001-01-10,73.625,71.125,76.1341,75.025,83.7972,DOWN,0
2001-01-11,72.25,73.5625,76.166,73.625,83.5222,DOWN,0
2001-01-12,69.5156,72.3125,76.187,72.2781,83.205,UP,1
2001-01-16,70.375,70.4375,76.2164,71.4656,82.8688,DOWN,0
2001-01-17,70.125,70.875,76.2292,71.1781,82.5038,DOWN,0
2001-01-18,66.0625,70.625,76.2077,69.6656,82.0888,DOWN,0
2001-01-19,64.5625,67.125,76.19,68.1281,81.615,UP,1
2001-01-22,69.1875,66.3438,76.2038,68.0625,81.2525,UP,1
2001-01-23,73.75,70.5,76.2281,68.7375,80.9488,UP,1
2001-01-24,74.0,74.0625,76.2634,69.5125,80.6428,DOWN,0
2001-01-25,73.875,73.5625,76.2975,71.075,80.3628,UP,1
2001-01-26,75.3125,74.25,76.3311,73.225,80.1441,DOWN,0
2001-01-29,75.1875,75.375,76.373,74.425,79.9166,UP,1
2001-01-30,78.0625,74.9375,76.4467,75.2875,79.7641,DOWN,0
2001-01-31,77.0,78.0,76.5427,75.8875,79.6178,DOWN,0
2001-02-01,75.4375,76.0625,76.6258,76.2,79.4966,UP,1
2001-02-02,76.0625,75.625,76.6561,76.35,79.3753,UP,1
2001-02-05,77.8125,76.125,76.7198,76.875,79.3013,DOWN,0
2001-02-06,76.25,77.75,76.7736,76.5125,79.2209,DOWN,0
2001-02-07,75.5,76.4375,76.8277,76.2125,79.0959,UP,1
2001-02-08,76.375,75.6875,76.8811,76.4,78.9897,DOWN,0
2001-02-09,76.0,76.375,76.9298,76.3875,78.8172,DOWN,0
2001-02-12,76.0,76.0,76.9867,76.025,78.5822,DOWN,0
2001-02-13,76.0,76.0625,77.0461,75.975,78.3797,DOWN,0
2001-02-14,75.875,75.7188,77.0983,76.05,78.2072,UP,1
2001-02-15,76.1875,76.125,77.1555,76.0125,78.0606,UP,1
2001-02-16,76.5625,74.75,77.2155,76.125,77.8244,DOWN,0
2001-02-20,73.9844,76.5,77.2673,75.7219,77.5116,DOWN,0
2001-02-21,73.875,73.9375,77.3207,75.2969,77.1853,DOWN,0
2001-02-22,71.375,74.0,77.347,74.3969,76.8891,UP,1
2001-02-23,71.75,71.125,77.3729,73.5094,76.6191,UP,1
2001-02-26,72.3125,72.125,77.406,72.6594,76.3491,UP,1
2001-02-27,72.625,72.3125,77.4335,72.3875,76.1203,DOWN,0
2001-02-28,71.125,72.8125,77.4426,71.8375,75.8566,DOWN,0
2001-03-01,70.6875,70.8125,77.4366,71.7,75.6028,UP,1
2001-03-02,71.5,70.3125,77.4448,71.65,75.3253,DOWN,0
2001-03-05,69.0,71.375,77.442,70.9875,75.0328,DOWN,0
2001-03-06,69.0,69.5,77.441,70.2625,74.7728,DOWN,0
2001-03-07,68.5625,69.5,77.4535,69.75,74.4903,DOWN,0
2001-03-08,68.0,68.75,77.4554,69.2125,74.2009,DOWN,0
2001-03-09,66.6875,67.25,77.4438,68.25,73.8934,DOWN,0
2001-03-12,62.6875,66.0,77.4082,66.9875,73.5297,UP,1
2001-03-13,63.3125,62.875,77.4041,65.85,73.1572,DOWN,0
2001-03-14,60.1875,60.25,77.3754,64.175,72.7297,UP,1
2001-03-15,61.875,61.0625,77.362,62.95,72.3659,DOWN,0
2001-03-16,59.4375,60.875,77.3301,61.5,71.9287,DOWN,0
2001-03-19,57.25,59.75,77.2773,60.4125,71.4888,DOWN,0
2001-03-20,56.8125,58.125,77.211,59.1125,71.1,DOWN,0
2001-03-21,54.4375,56.5625,77.1335,57.9625,70.7,UP,1
2001-03-22,54.625,54.375,77.061,56.5125,70.3613,UP,1
2001-03-23,59.375,55.5625,77.0035,56.5,70.0763,UP,1
2001-03-26,60.8125,60.4375,76.9641,57.2125,69.8475,UP,1
2001-03-27,64.0,61.0,76.956,58.65,69.7372,DOWN,0
2001-03-28,62.625,63.5625,76.9263,60.2875,69.5822,DOWN,0
2001-03-29,61.25,62.25,76.8976,61.6125,69.4047,UP,1
2001-03-30,62.5,61.6875,76.8704,62.2375,69.3334,DOWN,0
2001-04-02,61.625,62.0,76.8513,62.4,69.2747,DOWN,0
2001-04-03,59.5625,61.4375,76.8382,61.5125,69.0822,DOWN,0
2001-04-04,58.0625,59.625,76.7926,60.6,68.7684,UP,1
2001-04-05,61.9375,60.1875,76.7688,60.7375,68.5272,DOWN,0
2001-04-06,58.625,61.0625,76.7313,59.9625,68.2222,UP,1
2001-04-09,59.02,58.94,76.6796,59.4415,67.8963,UP,1
2001-04-10,60.98,59.23,76.6541,59.725,67.6122,UP,1
2001-04-11,62.34,61.32,76.6271,60.5805,67.2977,UP,1
2001-04-12,62.93,62.16,76.6011,60.779,67.0163,DOWN,0
2001-04-16,60.7266,62.13,76.5713,61.1993,66.7221,UP,1
2001-04-17,61.8,60.61,76.5559,61.7553,66.4369,UP,1
2001-04-18,65.54,62.19,76.5583,62.6673,66.1914,UP,1
2001-04-19,65.82,65.71,76.5455,63.3633,65.9828,DOWN,0
2001-04-20,65.15,65.01,76.5282,63.8073,65.7758,DOWN,0
2001-04-23,63.34,64.94,76.5058,64.33,65.5151,UP,1
2001-04-24,64.11,63.79,76.4814,64.792,65.2773,UP,1
2001-04-25,64.76,64.11,76.4552,64.636,65.0525,DOWN,0
2001-04-26,63.52,64.79,76.4196,64.176,64.8029,UP,1
2001-04-27,65.35,63.99,76.3886,64.216,64.5924,DOWN,0
2001-04-30,65.03,65.33,76.3581,64.554,64.3693,UP,1
2001-05-01,65.09,64.78,76.3167,64.75,64.1398,UP,1
2001-05-02,66.39,65.21,76.2711,65.076,63.9879,DOWN,0
2001-05-03,65.67,65.71,76.2263,65.506,63.8238,UP,1
2001-05-04,66.4,65.25,76.1805,65.716,63.7243,DOWN,0
2001-05-07,66.2,66.44,76.1329,65.95,63.6133,DOWN,0
2001-05-08,64.71,66.09,76.088,65.874,63.4613,DOWN,0
2001-05-09,64.65,64.525,76.0365,65.526,63.3018,UP,1
2001-05-10,65.93,65.05,75.9913,65.578,63.1979,DOWN,0
2001-05-11,64.39,66.0,75.9498,65.176,63.0719,UP,1
2001-05-14,65.48,64.4,75.9006,65.032,62.9515,UP,1
2001-05-15,66.03,65.49,75.857,65.296,62.8921,UP,1
2001-05-16,69.11,65.9,75.8282,66.188,62.8943,DOWN,0
2001-05-17,68.86,69.0,75.7987,66.774,62.9003,DOWN,0
2001-05-18,67.85,68.29,75.7596,67.466,62.8973,UP,1
2001-05-21,68.82,67.75,75.7168,68.134,62.9399,UP,1
2001-05-22,69.68,68.7,75.668,68.864,63.0798,DOWN,0
2001-05-23,68.13,69.55,75.6165,68.668,63.1761,DOWN,0
2001-05-24,67.69,68.12,75.5643,68.434,63.3262,DOWN,0
2001-05-25,66.96,67.63,75.5078,68.256,63.4279,DOWN,0
2001-05-29,66.49,67.14,75.44,67.79,63.5689,DOWN,0
2001-05-30,65.84,66.34,75.3676,67.022,63.7407,UP,1
2001-05-31,66.15,65.87,75.293,66.626,63.9275,DOWN,0
2001-06-01,65.76,66.06,75.2218,66.24,64.1539,UP,1
2001-06-04,66.42,65.71,75.1621,66.132,64.3898,UP,1
2001-06-05,66.43,66.39,75.1014,66.12,64.5309,DOWN,0
2001-06-06,65.2,66.35,75.0393,65.992,64.6187,UP,1
2001-06-07,65.98,65.22,74.9764,65.958,64.6583,DOWN,0
2001-06-08,65.53,65.83,74.9065,65.912,64.7164,DOWN,0
2001-06-11,65.18,65.19,74.8361,65.664,64.795,DOWN,0
2001-06-12,65.1,65.01,74.7653,65.398,64.847,DOWN,0
2001-06-13,64.9,65.2,74.6942,65.338,64.9125,DOWN,0
2001-06-14,63.74,64.99,74.607,64.89,64.996,DOWN,0
2001-06-15,63.22,63.5,74.5237,64.428,65.0992,UP,1
2001-06-18,63.42,63.45,74.4296,64.076,65.1288,DOWN,0
2001-06-19,63.25,63.68,74.3242,63.706,65.2213,UP,1
2001-06-20,63.52,63.2,74.2268,63.43,65.3113,UP,1
2001-06-21,65.51,63.85,74.1381,63.784,65.4019,UP,1
2001-06-22,65.66,65.23,74.0435,64.272,65.4683,DOWN,0
2001-06-25,64.29,65.69,73.9366,64.446,65.4955,DOWN,0
2001-06-26,64.23,64.01,73.8196,64.642,65.5656,UP,1
2001-06-27,64.5,64.23,73.6977,64.838,65.6196,UP,1
2001-06-28,65.36,64.65,73.5748,64.808,65.616,DOWN,0
2001-06-29,62.5,65.29,73.4454,64.176,65.5496,UP,1
2001-07-02,64.68,63.23,73.3292,64.254,65.5402,UP,1
2001-07-03,64.78,64.7,73.2268,64.364,65.569,DOWN,0
2001-07-05,64.14,64.77,73.1356,64.292,65.5696,DOWN,0
2001-07-06,63.49,64.19,73.0331,63.918,65.5442,UP,1
